DBMS_uriform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_open_source_github_repo,github_repo_link,org_name,repo_name,open_source_license
mysql,MySQL,https://dbdb.io/db/mysql,https://dbdb.io/media/logos/MySQL.svg,"Last updated Oct. 28, 2022, 10:22 a.m.","MySQL is an open-source relational database management system. MySQL is used in many web applications and websites, and there are several commercial databases that are compatible with it. Users interact with the database through SQL. The default version of MySQL uses InnoDB as a storage engine. However, the MySQL storage engine architecture is pluggable, allowing for a specialized storage engine to be used. MySQL has been actively updated and supported since 1995, with new versions being released every 1-3 years. Several MySQL forks exist, most notably MariaDB, which is led by the original MySQL developers. Oracle, which acquired MySQL in 2010, offers several paid editions of the DBMS that offer additional features.",Relational,SQL,,https://www.mysql.com,https://github.com/mysql/mysql-server,https://dev.mysql.com/doc/,MySQL AB,SE,1994,,Open Source,"C,C++",,,GPL v2,"BSD,Linux,OS X,Windows",Relational,Y,mysql/mysql-server,mysql,mysql-server,Y
nanolat,Nanolat,https://dbdb.io/db/nanolat,,"Last updated Jan. 8, 2022, 8:49 a.m.","Nanolat is an in-memory key/value store that supports,PUT,/,GET,/,DEL,and range search on cursors.",Key/Value,,,http://nanolat.com/index/0-2,https://github.com/Nanolat/nldb,,,KR,2012,,Open Source,,,,Apache v2,,Key-value,Y,Nanolat/nldb,Nanolat,nldb,Y
ncache,NCache,https://dbdb.io/db/ncache,https://dbdb.io/media/logos/ncache.png.200x200_q85.png,"Last updated Jan. 6, 2022, 8:07 a.m.",NCache is a distributed cache for .NET and Java. It is an open source product released under the Apache 2.0 license.,Key/Value,,,http://www.alachisoft.com/ncache/,https://github.com/Alachisoft/NCache/,http://www.alachisoft.com/resources/videos/distributed-cache-architecture.html,Alachisoft,US,2015,,"Commercial,Open Source",,,,"Apache v2,Proprietary",Windows,Key-value,Y,Alachisoft/NCache,Alachisoft,NCache,Y
ndatabase,NDatabase,https://dbdb.io/db/ndatabase,https://dbdb.io/media/logos/ndatabase.png.200x200_q85.png,"Last updated June 5, 2019, 7:16 p.m.",NDatabase is a object-oriented DBMS written in C# for the .NET environment.,Object-Oriented,Custom API,,http://ndatabase.net,https://archive.codeplex.com/?p=ndatabase,,Jacek Spólnik,PL,,,"Commercial,Open Source",C#,,,LGPL v2,Windows,Object oriented,,,,,Y
ndb-cluster,NDB Cluster,https://dbdb.io/db/ndb-cluster,,"Last updated Nov. 5, 2019, 8:10 p.m.",NDB Cluster is a distributed DBMS that backs the MySQL Cluster product. It can be used independently of a MySQL via a C++ API.,Key/Value,Custom API,Shared-Nothing,,https://dev.mysql.com/downloads/cluster/,https://dev.mysql.com/doc/refman/8.0/en/mysql-cluster.html,Oracle,SE,,,"Commercial,Open Source",C++,C++,,GPL v2,,Key-value,,,,,Y
nebula-graph,Nebula Graph,https://dbdb.io/db/nebula-graph,https://dbdb.io/media/logos/nebulagraph_YYWOJIX.png.200x200_q85.png,"Last updated Jan. 4, 2022, 8:05 a.m.",Nebula Graph is an open source distributed graph database system developed by VEsoft Inc. The goal of Nebula Graph is to serve as a graph database solution that is for both OLTP (Online Transaction Processing) and OLAP (Online Analytical Processing) business scenarios.,Graph,Custom API,Shared-Nothing,https://nebula-graph.io/,https://github.com/vesoft-inc/nebula,https://docs.nebula-graph.io/,VEsoft inc.,CN,2018,,Open Source,C++,C++,,Apache v2,Linux,Graph,Y,vesoft-inc/nebula,vesoft-inc,nebula,Y
nedb,NeDB,https://dbdb.io/db/nedb,https://dbdb.io/media/logos/nedb.png.200x200_q85.png,"Last updated Dec. 10, 2019, 11:44 p.m.","NeDB is a lightweight embedded document DBMS written in JavaScript. It supports Node.js, nw.js, Electron, and web browser environments. It is designed to be partially compatible with MongoDB's JSON-based query API. NeDB is useful for storing small amounts of data in memory. When the amount of data exceeds the bounds of what NeDB can hold effectively, switching to MongoDB is intended to be straightforward because it uses the same API.",Document / XML,Custom API,Embedded,https://github.com/louischatriot/nedb,https://github.com/louischatriot/nedb,https://github.com/louischatriot/nedb/wiki,Louis Chatriot,FR,2013,2017,Open Source,JavaScript,JavaScript,,MIT,,Document,Y,louischatriot/nedb,louischatriot,nedb,Y
neo,NEO,https://dbdb.io/db/neo,https://dbdb.io/media/logos/neo.png.200x200_q85.png,"Last updated May 13, 2022, 11:01 a.m.","NEO (""Nexedi Enterprise Object"") is a distributed NoSQL DBMS that implements the ZODB API.",Document / XML,Custom API,Shared-Nothing,https://neo.nexedi.com/,https://lab.nexedi.com/nexedi/neoppod,,Nexedi,FR,2005,,"Commercial,Open Source",Python,,,GPL v3,Linux,Document,,,,,Y
neo4j,Neo4j,https://dbdb.io/db/neo4j,https://dbdb.io/media/logos/neo4j.svg,"Last updated June 26, 2022, 10:59 p.m.",Neo4j is a graph database that leverages data relationships as first-class entities. It provides ACID Transactions with online backups and high availability.,Graph,Cypher,Shared-Nothing,https://neo4j.com/,https://github.com/neo4j/neo4j,https://neo4j.com/docs/,"Neo Technology, Inc.",SE,2007,,"Commercial,Open Source","Java,Scala","Java,Scala",,"AGPL v3,GPL v3","All OS with Java VM,Linux,Windows",Graph,Y,neo4j/neo4j,neo4j,neo4j,Y
neodatis-odb,NeoDatis ODB,https://dbdb.io/db/neodatis-odb,https://dbdb.io/media/logos/neodatis.png.200x200_q85.png,"Last updated Jan. 6, 2022, 10:37 p.m.",NeoDatis ODB is a simple object-oriented DBMS.,Object-Oriented,Custom API,,http://neodatis.wikidot.com,https://sourceforge.net/projects/neodatis-odb/,https://sourceforge.net/projects/neodatis-odb/files/,NeoDatis,BR,2006,2017,Open Source,Java,Java,,GPL v2,All OS with Java VM,Object oriented,,,,,Y
neon,Neon,https://dbdb.io/db/neon,https://dbdb.io/media/logos/neon.svg,"Last updated Nov. 10, 2022, 8:47 a.m.",Neon is a serverless relational DBMS based on a PostgreSQL.,Object-Relational,,Shared-Disk,https://neon.tech/,https://github.com/neondatabase/neon,https://neon.tech/docs/,Neon,US,2021,,"Commercial,Open Source","C,Rust",,,Apache v2,"Hosted,Linux","Object oriented,Relational",Y,neondatabase/neon,neondatabase,neon,Y
nessdb,nessDB,https://dbdb.io/db/nessdb,https://dbdb.io/media/logos/nessdb.png.200x200_q85.png,"Last updated Dec. 29, 2019, 3:26 p.m.","nessDB is an embedded key-value DBMS written in ANSI C with BSD license. It does not require any external dependencies and works in most POSIX systems. As for storage engine, nessDB used LSM-tree (Log-Structured Merge Tree) in v1.8, B-epsilon-tree in v2.0. nessDB also used fractional cascading to speed up the query.",Key/Value,Custom API,Embedded,https://github.com/BohuTANG/nessDB,https://github.com/BohuTANG/nessDB,https://github.com/BohuTANG/nessDB/wiki,Bohu Tang,CN,2011,2016,Open Source,C,"C,C++,Java,Lua,Python",,BSD,"BSD,Linux",Key-value,Y,BohuTANG/nessDB,BohuTANG,nessDB,Y
nitrite,Nitrite,https://dbdb.io/db/nitrite,https://dbdb.io/media/logos/nitrite.svg,"Last updated June 27, 2022, 11:43 a.m.","Nitrite is a NoSQL embedded document store written in Java. The name is derived from,NO,sql,O,bject (NO2 is the chemical notation of ""nitrite""). It supports both in-memory and file-based storage using the H2 database.",Document / XML,Custom API,Embedded,https://www.dizitart.org/nitrite-database.html,https://github.com/dizitart/nitrite-database,https://www.dizitart.org/nitrite-database/,Anindya Chatterjee,IN,2017,,Open Source,Java,,,Apache v2,,Document,Y,dizitart/nitrite-database,dizitart,nitrite-database,Y
noisepage,NoisePage,https://dbdb.io/db/noisepage,https://dbdb.io/media/logos/noisepage-horizontal.svg,"Last updated June 27, 2022, 11:01 p.m.","NoisePage is an in-memory relational DBMS designed to support self-driving (i.e., autonomous) operation. It is developed by the,Carnegie Mellon Database Group,.",Relational,SQL,Shared-Everything,https://noise.page/,https://github.com/cmu-db/noisepage,https://github.com/cmu-db/noisepage/tree/master/docs,Carnegie Mellon University,US,2018,,"Academic,Open Source",C++,,,MIT,"Linux,OS X",Relational,Y,cmu-db/noisepage,cmu-db,noisepage,Y
noms,Noms,https://dbdb.io/db/noms,https://dbdb.io/media/logos/noms-db.svg,"Last updated June 27, 2022, 11:45 a.m.",Noms is a decentralized DBMS that follows the same philosophy of the Git version control system.,Document / XML,,,https://github.com/attic-labs/noms,https://github.com/attic-labs/noms,https://github.com/attic-labs/noms/blob/master/doc/intro.md,Attic Labs,US,2015,2021,Open Source,Go,,,Apache v2,,Document,Y,attic-labs/noms,attic-labs,noms,Y
nosdb,NosDB,https://dbdb.io/db/nosdb,https://dbdb.io/media/logos/nosdb.png.200x200_q85.png,"Last updated Jan. 6, 2022, 8:06 a.m.",NosDB is an NoSQL DBMS for .NET applications.,Document / XML,"Custom API,HTTP / REST",,http://www.alachisoft.com/nosdb/,https://github.com/Alachisoft/NosDB,https://www.alachisoft.com/resources/docs/#nosdb,Alachisoft,US,2016,,"Commercial,Open Source",C#,C#,,Apache v2,,Document,Y,Alachisoft/NosDB,Alachisoft,NosDB,Y
nucliadb,NucliaDB,https://dbdb.io/db/nucliadb,https://dbdb.io/media/logos/nucliadb.svg,"Last updated March 4, 2023, 9:24 p.m.",NucliaDB is a vector database.,Array / Matrix,"Custom API,HTTP / REST",,https://nuclia.com,https://github.com/nuclia/nucliadb,https://docs.nuclia.dev,Bosutech XXI S.L.,ES,2021,,"Commercial,Open Source","Python,Rust",,,AGPL v3,,Array,Y,nuclia/nucliadb,nuclia,nucliadb,Y
nudb,NuDB,https://dbdb.io/db/nudb,https://dbdb.io/media/logos/nudb_i52u7II.png.200x200_q85.png,"Last updated July 24, 2019, 11 a.m.",NuDB is an append-only key/value DBMS written in C++11 as a single header file. It is designed to operate efficiently on SSD devices.,Key/Value,Custom API,Embedded,https://github.com/vinniefalco/NuDB,https://github.com/vinniefalco/NuDB,http://vinniefalco.github.io/nudb/,Vinnie Falco,US,2016,,Open Source,C++,C++,,Boost Software License,,Key-value,Y,vinniefalco/NuDB,vinniefalco,NuDB,Y
nutsdb,NutsDB,https://dbdb.io/db/nutsdb,https://dbdb.io/media/logos/nutsdb-2021.png.200x200_q85.png,"Last updated Dec. 14, 2021, 10:38 a.m.","NutsDB is a transactional key/value store database written in Go. All transactions executed in NutsDB are fully serializable. Transactions are categorized into types based on their level of access. In other words, there are read-only and read-write transactions. Multiple read-only transactions are allowed at the same time, and they could, of course, read values from a bucket using a key or traverse the buckets to find a range of key-value pairs. However, only one read-write transaction is allowed at the same time and it could read, update and delete from the data storage. The DBMS supports different data structures, such as list, set and sorted set.",Key/Value,Custom API,,https://xujiajun.cn/nutsdb/,https://github.com/xujiajun/nutsdb,https://xujiajun.cn/nutsdb/,Jiajun Xu,CN,2018,,Open Source,Go,Go,,Apache v2,"Linux,OS X,Windows",Key-value,Y,xujiajun/nutsdb,xujiajun,nutsdb,Y
objectbox,ObjectBox,https://dbdb.io/db/objectbox,https://dbdb.io/media/logos/objectbox.png.200x200_q85.png,"Last updated Jan. 10, 2022, 8:19 p.m.","ObjectBox is an object-oriented DBMS library built for IoT and mobile devices. ObjectBox supports several programming languages (Java, C/C++, Go, Swift, Kotlin, and Python) and runs on multiple platforms (Linux, Windows, Mac/iOS, and Android). ObjectBox stores objects directly, instead of storing data in relational DBs and accessing them through an ORM layer. It has full ACID compatibility, provides transaction semantics, and uses MVCC for concurrency control.",Object-Oriented,Custom API,Embedded,https://objectbox.io/,https://github.com/objectbox/,https://objectbox.io/documentation/,ObjectBox Limited,DE,2016,,"Commercial,Open Source","C,C++,Go,Java,Python,Swift","C,C++,Go,Java,Kotlin,Python,Swift",,Apache v2,"All OS with Java VM,Android,iOS,Linux,OS X,Windows",Object oriented,Y,objectbox/,objectbox,,Y
oceanbase,OceanBase,https://dbdb.io/db/oceanbase,https://dbdb.io/media/logos/OceanBase_logo.png.200x200_q85.png,"Last updated Jan. 11, 2023, 2:13 a.m.",OceanBase is an open dource distributed relational DBMS which is fully compatible with MySQL. It handles HTAP mixed loads with one set of computing engines at the same time.,Relational,SQL,Shared-Nothing,https://oceanbase.com/,https://github.com/oceanbase/oceanbase,https://www.oceanbase.com/en/docs/,OceanBase,CN,2010,,"Commercial,Open Source",C++,"C,C#,C++,Delphi,Go,Java,JavaScript,Perl,PHP,Python,Ruby",,Mulan PubL v2,"Hosted,Linux",Relational,Y,oceanbase/oceanbase,oceanbase,oceanbase,Y
ocelot,Ocelot,https://dbdb.io/db/ocelot,https://dbdb.io/media/logos/ocelot.png.200x200_q85.png,"Last updated July 23, 2019, 5:40 p.m.",Ocelot was a short-lived relational DBMS project from Canada. It was written for Windows using mostly x86 assembly.,Relational,SQL,,http://ocelot.ca/source.htm,https://sourceforge.net/projects/ocelot/,,Ocelot Computer Services Inc.,CA,2001,2003,Open Source,Assembly,,,"GPL v2,Mozilla Public License",Windows,Relational,,,,,Y
odaba,ODABA,https://dbdb.io/db/odaba,https://dbdb.io/media/logos/odaba.png.200x200_q85.png,"Last updated April 26, 2021, 10:31 a.m.",ODABA is an object-oriented DBMS that supports a persistent programming language.,Object-Oriented,"Custom API,HTTP / REST",,http://www.odaba.com,https://sourceforge.net/projects/odaba/,http://www.odaba.com/content/documentation/,RUN Software,DE,1994,,"Commercial,Open Source",C++,"C#,C++",,GPL v2,,Object oriented,,,,,Y
olegdb,OlegDB,https://dbdb.io/db/olegdb,https://dbdb.io/media/logos/olegdb.svg,"Last updated June 27, 2022, 11:45 a.m.","OlegDB is a free, open-source, NoSQL (Key-Value) DBMS. It was primarily written in C, with a Go frontend layer, and is compatible with any POSIX compliant operating system. The user communicates with OlegDB using a simple REST API. They are also encouraged to adapt the system to their needs through several well-documented toggleable parameters.",Key/Value,HTTP / REST,Shared-Everything,http://olegdb.org,https://github.com/infoforcefeed/OlegDB,http://olegdb.org/docs/0.1.6/en/documentation.html,"Quinlan Pfiffer, Kyle Terry",US,2014,,"Commercial,Open Source","C,Go",,,MIT,"AIX,BSD,Linux,OS X,Solaris,UnixWare,VxWorks",Key-value,Y,infoforcefeed/OlegDB,infoforcefeed,OlegDB,Y
openmldb,OpenMLDB,https://dbdb.io/db/openmldb,https://dbdb.io/media/logos/openmldb.png.200x200_q85.png,"Last updated July 28, 2021, 8:11 p.m.",OpenMLDB is a relational DBMS that purports to better support ML applications.,Relational,"SQL,HTTP / REST",,https://github.com/4paradigm/OpenMLDB,https://github.com/4paradigm/OpenMLDB,,4Paradigm,CN,2017,,Open Source,C++,,,Apache v2,Linux,Relational,Y,4paradigm/OpenMLDB,4paradigm,OpenMLDB,Y
openqm,OpenQM,https://dbdb.io/db/openqm,https://dbdb.io/media/logos/openqm.png.200x200_q85.png,"Last updated June 3, 2018, 7:15 a.m.",OpenQM is an open-source multi-value database management system.,Multi-Value,,,http://www.openqm.com/,,http://downloads.openqm.com/help/index.html,Ladybridge Systems,GB,1993,,"Commercial,Open Source",,,,"GPL v2,Proprietary","AIX,BSD,Linux,Solaris,Windows",Multivalue,,,,,Y
opentsdb,OpenTSDB,https://dbdb.io/db/opentsdb,https://dbdb.io/media/logos/opentsdb.png.200x200_q85.png,"Last updated Jan. 5, 2022, 7:48 a.m.","OpenTSDB is a distributed Time Series Database (TSDB) based on,HBase,. OpenTSDB was written by Benoit Sigoure to collect, store and display metrics of various computer systems (network gears, operating systems, applications), and generate readable data graphs easily. The developer claims that OpenTSDB is the first open-source monitoring system built on an open-source distributed database. OpenTSDB is written in Java.",Key/Value,"Custom API,HTTP / REST,Command-line / Shell",Shared-Disk,http://opentsdb.net/,https://github.com/OpenTSDB/opentsdb,http://opentsdb.net/docs/build/html/index.html,,US,2010,,Open Source,Java,,HBase,LGPL v2,,Key-value,Y,OpenTSDB/opentsdb,OpenTSDB,opentsdb,Y
oracle-nosql,Oracle NoSQL,https://dbdb.io/db/oracle-nosql,https://dbdb.io/media/logos/oracle-nosql.png.200x200_q85.png,"Last updated Jan. 3, 2022, 10:46 p.m.",Oracle NoSQL Database (OND) is a distributed key-value DBMS. It use Berkeley DB (Java Edition) as its underlying storage manager on each node.,Key/Value,Custom API,Shared-Nothing,http://www.oracle.com/technetwork/products/nosqldb/,,,Oracle,US,2011,,"Commercial,Open Source",Java,,Berkeley DB,"Apache v2,Proprietary",,Key-value,,,,,Y
orbitdb,OrbitDB,https://dbdb.io/db/orbitdb,https://dbdb.io/media/logos/orbitdb2022.png.200x200_q85.png,"Last updated Jan. 3, 2022, 10:49 p.m.","Conflict-free Replicated Data Types (CRDTs) are data structures whose network replicas can be updated concurrently and independently without replicas coordinating, with the guarantee that all inconsistencies can be resolved. OrbitDB utilizes CRDTs for conflict-free database merges and a decentralized peer-to-peer protocol for storage.","Key/Value,Document / XML",Custom API,Shared-Nothing,https://orbitdb.org/,https://github.com/orbitdb/orbit-db,https://github.com/orbitdb/field-manual,Haja Networks,DE,2015,,Open Source,JavaScript,JavaScript,,MIT,"Linux,OS X","Key-value,Document",Y,orbitdb/orbit-db,orbitdb,orbit-db,Y
